date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-09-12,30.0,0.010805000000000006,20,5,10,2,3,25.0,50.0,10.0,15.0,75.0,25.0
2023-09-13,52.77777777777778,0.16198888888888888,18,6,10,1,1,33.33333333333333,55.55555555555556,5.555555555555555,5.555555555555555,88.88888888888889,11.11111111111111
2023-09-14,69.23076923076923,0.25429230769230765,13,5,8,0,0,38.46153846153847,61.53846153846154,0.0,0.0,100.0,0.0
2023-09-15,50.0,0.1389,10,2,7,1,0,20.0,70.0,10.0,0.0,90.0,10.0
2023-09-16,31.25,0.066075,8,2,4,1,1,25.0,50.0,12.5,12.5,75.0,25.0
2023-09-17,50.0,0.12904444444444443,9,3,5,0,1,33.33333333333333,55.55555555555556,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-09-18,37.5,0.05099166666666666,12,2,8,1,1,16.666666666666664,66.66666666666666,8.333333333333332,8.333333333333332,83.33333333333334,16.666666666666664
2023-09-19,-16.666666666666664,-0.20298333333333332,12,0,6,2,4,0.0,50.0,16.666666666666664,33.33333333333333,50.0,50.0
2023-09-20,-20.0,-0.22094999999999998,10,0,5,1,4,0.0,50.0,10.0,40.0,50.0,50.0
2023-09-21,65.0,0.14974,10,3,7,0,0,30.0,70.0,0.0,0.0,100.0,0.0
2023-09-22,44.44444444444444,0.046677777777777776,9,2,6,0,1,22.22222222222222,66.66666666666666,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-09-23,5.555555555555555,-0.12967777777777778,9,0,6,1,2,0.0,66.66666666666666,11.11111111111111,22.22222222222222,66.66666666666666,33.33333333333333
2023-09-24,33.33333333333333,0.04056666666666667,9,2,5,1,1,22.22222222222222,55.55555555555556,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-09-25,35.0,0.07494999999999999,10,3,5,0,2,30.0,50.0,0.0,20.0,80.0,20.0
2023-09-26,40.0,0.08647,10,1,8,0,1,10.0,80.0,0.0,10.0,90.0,10.0
2023-09-27,44.44444444444444,0.13398888888888888,9,2,6,0,1,22.22222222222222,66.66666666666666,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-09-28,38.88888888888889,0.0009444444444444392,9,1,7,0,1,11.11111111111111,77.77777777777779,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-09-29,55.55555555555556,0.06612222222222223,9,1,8,0,0,11.11111111111111,88.88888888888889,0.0,0.0,100.0,0.0
2023-09-30,-25.0,-0.16343000000000002,10,0,5,0,5,0.0,50.0,0.0,50.0,50.0,50.0
2023-10-01,27.77777777777778,0.04276666666666667,9,2,5,0,2,22.22222222222222,55.55555555555556,0.0,22.22222222222222,77.77777777777779,22.22222222222222
